"Date of Encashment",Name of the Political Party,Denomination
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Nov/2023,BIJU JANATA DAL,"1,00,00,000"
20/Nov/2023,BIJU JANATA DAL,"1,00,00,000"
20/Nov/2023,BIJU JANATA DAL,"1,00,00,000"
20/Nov/2023,BIJU JANATA DAL,"1,00,00,000"
20/Nov/2023,BIJU JANATA DAL,"1,00,00,000"
20/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
20/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
20/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
20/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
20/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
20/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
20/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
20/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
20/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
20/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
20/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
20/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
20/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
20/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
20/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
21/Nov/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Nov/2023,TELUGU DESAM PARTY,"1,00,00,000"
22/Nov/2023,TELUGU DESAM PARTY,"10,00,000"
22/Nov/2023,TELUGU DESAM PARTY,"1,00,00,000"
22/Nov/2023,TELUGU DESAM PARTY,"1,00,00,000"
22/Nov/2023,TELUGU DESAM PARTY,"10,00,000"
22/Nov/2023,TELUGU DESAM PARTY,"10,00,000"
22/Nov/2023,TELUGU DESAM PARTY,"10,00,000"
22/Nov/2023,TELUGU DESAM PARTY,"10,00,000"
22/Nov/2023,TELUGU DESAM PARTY,"10,00,000"
22/Nov/2023,TELUGU DESAM PARTY,"1,00,00,000"
22/Nov/2023,TELUGU DESAM PARTY,"1,00,00,000"
22/Nov/2023,TELUGU DESAM PARTY,"1,00,00,000"
22/Nov/2023,TELUGU DESAM PARTY,"1,00,00,000"
22/Nov/2023,TELUGU DESAM PARTY,"10,00,000"
22/Nov/2023,TELUGU DESAM PARTY,"10,00,000"
22/Nov/2023,TELUGU DESAM PARTY,"10,00,000"
22/Nov/2023,TELUGU DESAM PARTY,"1,00,00,000"
22/Nov/2023,TELUGU DESAM PARTY,"1,00,00,000"
23/Nov/2023,BHARAT RASHTRA SAMITHI,"1,00,00,000"
23/Nov/2023,BHARAT RASHTRA SAMITHI,"1,00,00,000"
23/Nov/2023,BHARAT RASHTRA SAMITHI,"1,00,00,000"
23/Nov/2023,BHARAT RASHTRA SAMITHI,"1,00,00,000"
23/Nov/2023,BHARAT RASHTRA SAMITHI,"1,00,00,000"
23/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
23/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
23/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
23/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
23/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
23/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
23/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
23/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
23/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
23/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
23/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
23/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
23/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
23/Nov/2023,BHARTIYA JANTA PARTY,"1,00,00,000"
